English,Chinese
"It is often heard that due to technological development, there is no master in the real sense anymore.",经常有人说，因为技术发展，这个世界没有大师了。
"Though technology has been promoted, arts and humanities have been weakened.",说技术变厚人文变薄。
I believe this view is only half correct.,这句话我认为前半句是对的。
Technology has indeed grown more powerful.,技术越来越厚。
The reason is that it has a survival instinct to spread itself.,因为技术有一个自由意志的冲动。
"However, it is wrong that humanities have been weakened.",但是，人文变薄这个话错的。
"On the contrary, humanities have been promoted as well.",它也是人文变厚。
"It may appear that masters are diminishing, but we the public now enjoy more access to knowledge at the same time .",不是因为大师没有了，而是因为我们现在每个人都非常方便地学到东西。
The knowledge gap between you and masters are narrowing.,你和人家大师差不了多少。
"One or two hundred years ago, most people had no access to knowledge.",而不像以前，一百年以前两百年以前大部分人都是没有知识的。
"Therefore, if a person has access and is smart, he will become a master.",如果有一个人拥有资源，他又拥有智慧，他就是大师。
"If I am smart, but I have no access to knowledge, then I will not have the chance to be a master.",而我拥有智慧，但是我没有资源，我不是大师。
A master is a master because the rest of the crowd know less than him.,大师是因为大家都是平地而出现的。
"Now, the good news is everyone can become a master; at least we are not so far away from becoming one.",现在我告诉大家，我也恭喜大家，大家都是大师了，至少你和大师的距离没那么远。
"Therefore, when you look around, you see fewer peaks.",所以你看的时候你就看不见高山。
This is because the knowledge gap between the masters and us has been narrowed.,所以大师没有了，是大师相对你变矮了。
"Therefore, I predict more courses that guide us how to become a master through self-regulation and by making the right choices may appear.",那么我这里要预言，这件事情将会出现一门非常重要的课程就是，怎么让你自己指导自己，把自己的路走对，让自己成为一名大师这样的课程。
"Fourth, back to the starting line.",第四个，第四个推论叫崩溃清零。
"In my childhood, I read a poem.",小的时候呢一直在读这首诗啊。
"It said, ""Lush, lush grass on the plain, once every year it sears and grows.""",离离原上草，一岁一枯荣。
"Every time I read this poem, I thought the person was so evil because he seared the grass every single year.",我每次在读这个诗的时候，我就想，这个人真坏，每年都要去点火，把那个草烧了。
What a wicked person!,真是个坏人！
"However, later when I grew up, I come to see that it is not an evil person who sets the grassland on fire.",但是长大以后我明白，真正点燃这个草原的，不是一个人。
It is God's design.,而是上帝之手。
"On the one hand, the fire kills pests and bacteria.",一方面它可以杀灭这种害虫细菌。
"On the other hand, in my view, the fire creates an opportunity for all the plants to start afresh, be they trees, shrubs or grasses.",但是我认为更重要的是，每年燃烧以后无论你是高大的乔木，还是灌木还是草，重新开始。
Technology keeps moving forward.,技术，它不断地发展。
The owner of a technology may want to control more.,而控制技术的人他是有一个控制欲的。
He hopes to control us and monitor us using his technology.,他希望他这个技术来控制你，他希望用这个技术来时刻地了解你。
"This complex is called ""the pleasure of God"".",这个乐趣啊，有一个名字叫做“上帝的愉快”。
"However, technology itself, as we have discussed, does not want to be controlled by individuals.",但是，技术本身，我们讲过了，定律当中它不需要被个别人控制。
It only has an instinct to expand its user base.,它需要更多人去用。
"However, once it is used in ways their inventors never foresee, it gets out of control and goes to its end.",但是一旦超越控制人的想象，它就失控，最终会崩溃。
